"moment-rfile"
"Iteration" "moment"
("Iteration" "moment")
1 0.4076535317377251
2 0.2857128079289685
3 0.3125183694174788
4 0.3338237996295122
5 0.3400613722294276
6 0.3702198222393328
7 0.4382088317996901
8 0.5050588115073241
9 0.5808584920740855
10 0.6594998278619774
11 0.6856667585306505
12 0.6543209226593123
13 0.5871326668262623
14 0.5182619491483881
15 0.4497272110062188
16 0.3810132014395525
17 0.3232406728536437
18 0.2776093799785702
19 0.2446886086886195
20 0.2259414970841744
