"surf-mon-rfile"
"Iteration" "surf-mon"
("Iteration" "surf-mon")
1 133.0806760768868
2 137.2263645049964
3 137.0759935290776
4 136.7051836347561
5 136.6624089141084
6 136.6981975972727
7 136.6873695270095
8 136.615702940061
9 136.5366797049106
10 136.5615820079874
11 136.6326447681338
12 136.6565351410483
13 136.6541039921185
14 136.6603697608312
15 136.6929153367419
16 136.7208936959267
17 136.7448858894299
18 136.7612615404021
19 136.7673476112941
20 136.7715818119355
