"lift-rfile"
"Iteration" "lift"
("Iteration" "lift")
1 0.7360292473005969
2 0.5769487415994474
3 0.6323762137506949
4 0.6641389069035125
5 0.680353960198734
6 0.7408322723326178
7 0.8842593984593332
8 1.034887560217218
9 1.201724934804397
10 1.393748623910121
11 1.469021286558272
12 1.409323456289662
13 1.274752260522203
14 1.1298683255297
15 0.9810474438674235
16 0.8258692239065714
17 0.6932884731055979
18 0.5845661915066906
19 0.5034580575422893
20 0.455271951266605
