"report-def-1-rfile"
"Iteration" "report-def-1"
("Iteration" "report-def-1")
1 0.03191499524082175
2 0.1283338473713359
3 0.2257270723061472
4 0.2907968597115592
5 0.3335762233525076
6 0.3618435931919038
7 0.3799704643123209
8 0.3919118102170782
9 0.3997173303639756
10 0.4051762628020716
11 0.4092443762989971
12 0.4123241582311622
13 0.4146564666280809
14 0.4164069467146954
15 0.4177091455907064
16 0.4186574853360073
17 0.4193489178507634
18 0.4198572964690596
19 0.4202249995744862
20 0.4204946405297499
21 0.4206900291786968
22 0.4208333888309413
23 0.420937403250208
24 0.4210141355842194
25 0.4210675949949877
26 0.4211090148976031
27 0.4211416367108136
28 0.4211670936349016
29 0.4211873626753763
30 0.4212035596761751
31 0.4212167152237899
32 0.4212273718557419
33 0.4212360569516533
34 0.421243036513276
35 0.4212486103853832
36 0.4212529466139319
37 0.4212562623067055
38 0.4212587047663319
39 0.4212607107596225
40 0.421262347578746
41 0.4212635200784838
42 0.4212643977600652
43 0.4212648946141995
44 0.4212650764572254
45 0.4212650930926282
46 0.4212650590999513
47 0.4212650381418186
48 0.4212651996118738
49 0.4212655719334404
50 0.4212660735436493
51 0.4212666546196452
52 0.4212672802861306
53 0.4212679190637809
54 0.421268549264074
55 0.4212691518692722
56 0.4212697144098408
57 0.4212702267335668
58 0.4212706835796953
59 0.4212710818726814
60 0.4212714221683943
