1	162	0.666492	-0.02281	0					
1	163	0.681201	-0.021928	0					
1	164	0.695738	-0.021045	0					
1	165	0.710087	-0.020161	0					
1	166	0.724234	-0.01928	0					
1	167	0.738164	-0.018402	0					
1	168	0.751865	-0.01753	0					
1	169	0.765322	-0.016664	0					
1	170	0.778521	-0.015807	0					
1	171	0.791449	-0.01496	0					
1	172	0.804093	-0.014123	0					
1	173	0.81644	-0.013299	0					
1	174	0.828478	-0.012489	0					
1	175	0.840193	-0.011693	0					
1	176	0.851575	-0.010913	0					
1	177	0.862611	-0.010151	0					
1	178	0.87329	-0.009407	0					
1	179	0.883601	-0.008682	0					
1	180	0.893532	-0.007978	0					
1	181	0.903075	-0.007296	0					
1	182	0.912219	-0.006638	0					
1	183	0.920954	-0.006003	0					
1	184	0.92927	-0.005395	0					
1	185	0.937161	-0.004812	0					
1	186	0.944616	-0.004258	0					
1	187	0.951628	-0.003733	0					
1	188	0.95819	-0.003238	0					
1	189	0.964295	-0.002775	0					
1	190	0.969935	-0.002344	0					
1	191	0.975106	-0.001947	0					
1	192	0.979801	-0.001584	0					
1	193	0.984016	-0.001256	0					
1	194	0.987746	-0.000965	0					
1	195	0.990986	-0.000711	0					
1	196	0.993734	-0.000495	0					
1	197	0.995987	-0.000318	0					
1	198	0.997741	-0.000179	0					
1	199	0.998996	-0.00008	0					
1	200	0.999749	-0.00002	0					
1	0	1	0	0					
								1	0					
									
									
