1	172	0.801894	-0.005975	0
1	173	0.814241	-0.005385	0
1	174	0.826295	-0.004839	0
1	175	0.838042	-0.004335	0
1	176	0.84947	-0.00387	0
1	177	0.860566	-0.003444	0
1	178	0.871317	-0.003054	0
1	179	0.88171	-0.002698	0
1	180	0.891734	-0.002374	0
1	181	0.901377	-0.00208	0
1	182	0.910627	-0.001814	0
1	183	0.919474	-0.001574	0
1	184	0.927907	-0.001359	0
1	185	0.935915	-0.001165	0
1	186	0.94349	-0.000993	0
1	187	0.950621	-0.000839	0
1	188	0.957301	-0.000703	0
1	189	0.96352	-0.000583	0
1	190	0.969271	-0.000477	0
1	191	0.974547	-0.000385	0
1	192	0.979341	-0.000305	0
1	193	0.983647	-0.000236	0
1	194	0.987459	-0.000177	0
1	195	0.990774	-0.000128	0
1	196	0.993585	-0.000088	0
1	197	0.99589	-0.000056	0
1	198	0.997687	-0.000031	0
1	199	0.998971	-0.000014	0
1	200	0.999743	-0.000003	0
1	0	1	0	0
