"report-def-2-rfile"
"Iteration" "report-def-2"
("Iteration" "report-def-2")
1 0.04553473130945179
2 0.1789554991044306
3 0.3201713497096207
4 0.4151882529931377
5 0.479451259822658
6 0.5218841635315161
7 0.5510740576549022
8 0.5701929969218308
9 0.582865548764645
10 0.5911052263474519
11 0.5971179672397039
12 0.6012434856255592
13 0.6045825688500804
14 0.6069751851315042
15 0.6089659341836252
16 0.610418929532653
17 0.611657743959936
18 0.6125790584805827
19 0.6133629087109418
20 0.6139376829094347
21 0.6144184212664536
22 0.6147635852071074
23 0.6150461961232578
24 0.615234455099277
25 0.6153854875289788
26 0.6154899432448739
27 0.6155711076649876
28 0.6156223919395517
29 0.6156600596529425
30 0.6156805819354693
31 0.6156939947467223
32 0.6156982237289784
33 0.6156993378853332
34 0.6156960420176687
35 0.6156919463542658
36 0.6156867599606418
37 0.6156825248270505
38 0.6156778628745283
39 0.6156737301273469
40 0.6156697489608983
41 0.6156665211084953
42 0.6156635729923579
43 0.6156614033482902
44 0.6156599725876002
45 0.6156593681841486
46 0.6156593089723446
47 0.615659848245575
48 0.6156607963126277
49 0.615662516100192
50 0.6156646973204236
51 0.615667046958675
52 0.6156694119226352
53 0.6156717111813012
54 0.6156738890248135
55 0.6156758904700208
56 0.6156776900411577
57 0.6156792518290007
58 0.6156805773859884
59 0.6156816500544169
60 0.6156824917123542
61 0.6156830993821274
62 0.6156835075284635
63 0.6156837211846438
64 0.6156837808835485
65 0.6156836950550797
66 0.6156835054474936
67 0.6156832195246894
68 0.615682900036246
69 0.6156824892108897
70 0.6156820956409402
71 0.61568166105495
