"report-def-3-rfile"
"Iteration" "report-def-3"
("Iteration" "report-def-3")
1 0.02764944378501135
2 0.09539642415259537
3 0.1637702853480076
4 0.2066543674104558
5 0.2340761015038852
6 0.251582590976836
7 0.2630876739673801
8 0.2705021731209916
9 0.2752296196146393
10 0.2782805183488274
11 0.2804646904488952
12 0.2820360661540697
13 0.2832916317376213
14 0.2842336210110135
15 0.2849964895733846
16 0.2855816709292274
17 0.2860656502688524
18 0.286440820149046
19 0.286749332430942
20 0.2869851733851124
21 0.2871750152714701
22 0.2873164322431923
23 0.2874270871378425
24 0.2875060185718636
25 0.2875651424788669
26 0.2876060765358474
27 0.2876359211597329
28 0.2876548114630834
29 0.2876678016845532
30 0.2876749160613674
31 0.287679150920006
32 0.2876803983292424
33 0.2876804402272893
34 0.2876791249988466
35 0.2876775028286291
36 0.287675513345581
37 0.2876738038864114
38 0.2876721210555648
39 0.2876707345133609
40 0.2876694526767223
41 0.2876684813785312
42 0.2876676853131566
43 0.2876672283062496
44 0.2876669406678018
45 0.2876669003802492
46 0.2876669930108047
47 0.2876672978918928
48 0.2876677097040132
49 0.2876683279186337
50 0.2876690524045395
51 0.2876698917622086
52 0.2876707289529579
53 0.2876715856777983
54 0.2876723684399061
55 0.2876731175162918
56 0.2876737562779667
57 0.2876743372018405
58 0.2876747946632758
59 0.2876751900495733
60 0.2876754651370363
61 0.2876756872392148
62 0.2876758022467507
63 0.2876758806608277
64 0.2876758699167712
65 0.287675841661778
66 0.2876757431997083
67 0.2876756458197949
68 0.2876754972181717
69 0.2876753617088321
70 0.287675188535655
71 0.2876750459941063
