"report-def-3-rfile"
"Iteration" "report-def-3"
("Iteration" "report-def-3")
1 0.01343611741095508
2 0.05893863559205564
3 0.1048256400588239
4 0.1397533734676785
5 0.1644695745564797
6 0.1800826188290978
7 0.1901830502594586
8 0.1960531896602825
9 0.1997414244983541
10 0.2019913402531686
11 0.2035248260020493
12 0.2045309139953875
13 0.2052467675343861
14 0.2057242824948456
15 0.2060694276454658
16 0.2062917308175094
17 0.2064425079452168
18 0.206516141700917
19 0.206557751680169
20 0.2065681790255675
21 0.2065773390796447
22 0.2065815461608321
23 0.2065930436983687
24 0.2066056062767816
25 0.2066240238426114
