"report-def-2-rfile"
"Iteration" "report-def-2"
("Iteration" "report-def-2")
1 0.02042375360039796
2 0.1133915517702559
3 0.2105625022790497
4 0.286813604215499
5 0.3438504420376683
6 0.3813153421368188
7 0.4072288722123786
8 0.4229404638134464
9 0.4335539252146052
10 0.439964519118025
11 0.4445598843223671
12 0.4474923935093588
13 0.4496727995841622
14 0.4510709622303984
15 0.4521413338627409
16 0.4528031469970129
17 0.4532984144750843
18 0.4535517696854076
19 0.4537305249381108
20 0.453796705531894
21 0.4538574658250593
22 0.4538822241062436
23 0.4539240212406899
24 0.453955700527945
25 0.4540029954613519
