"report-def-1-rfile"
"Iteration" "report-def-1"
("Iteration" "report-def-1")
1 0.03479745951692349
2 0.04375963895744982
3 0.04167910500353873
4 0.03869131093059466
5 0.03594667567516568
6 0.03365304779806561
7 0.03193094991061016
8 0.0307108471520464
9 0.0298790589247079
10 0.02935630039607971
11 0.02900653435786504
12 0.02880537450852901
13 0.02867193632949571
14 0.02859792296469935
15 0.02854751776013643
16 0.02851916401089149
17 0.02849908360522292
18 0.02848442422838289
19 0.02847303867572154
20 0.02846423478517535
21 0.02845818634578376
22 0.02845374561538779
23 0.02845102018277827
24 0.02844896974281974
25 0.02844775883509698
26 0.02844687399985716
27 0.02844611259113515
28 0.02844557637527604
29 0.02844498296582946
30 0.0284444440856823
31 0.02844393871755562
32 0.02844342836671289
33 0.02844292920151066
34 0.02844242881641846
35 0.0284419552863367
36 0.02844150328145141
37 0.028441091180998
38 0.02844071301401725
39 0.02844037638566761
40 0.02844007423447585
41 0.0284398079203262
42 0.02843957066517959
43 0.0284393612497652
44 0.02843917413724132
45 0.02843900750148016
46 0.02843885725102923
47 0.02843872181269987
48 0.02843859845894893
49 0.02843848603411103
50 0.02843838271442168
51 0.02843828768862827
52 0.02843819982362561
53 0.02843811862125416
54 0.02843804337777535
55 0.02843797374737977
56 0.02843790923540958
57 0.02843784954961281
58 0.02843779429885784
59 0.02843774321174158
60 0.02843769595860801
61 0.02843765230615867
